release_date,title,overview,popularity,vote_count,vote_average,original_language,genre,poster_url
01-09-2024,Silent Tears 48,"An emotional journey of relationships, struggles, and life lessons.",173.14,19564,8.2,hi,Drama,https://example.com/drama_2202.jpg
27-01-2023,Fading Memories 27,"An emotional journey of relationships, struggles, and life lessons.",141.64,9206,8.4,fr,Drama,https://example.com/drama_2203.jpg
22-12-2024,Galaxy War 11,A futuristic adventure exploring technology and unknown worlds.,172.33,13958,7.3,en,Sci-Fi,https://example.com/sci-fi_2204.jpg
12-03-2025,The Curse 30,A terrifying experience where dark forces haunt the living.,175.82,16527,7.8,en,Horror,https://example.com/horror_2205.jpg
28-07-2022,The Curse 1,A terrifying experience where dark forces haunt the living.,135.57,14505,6.8,ko,Horror,https://example.com/horror_2206.jpg
26-07-2024,Ishq Story 48,A heartfelt love story filled with emotions and connections.,173.62,13021,6.3,es,Romance,https://example.com/romance_2207.jpg
06-11-2023,Alien Code 26,A futuristic adventure exploring technology and unknown worlds.,160.59,15416,6.7,ja,Sci-Fi,https://example.com/sci-fi_2208.jpg
25-05-2018,Ishq Story 34,A heartfelt love story filled with emotions and connections.,54.4,6473,6.5,en,Romance,https://example.com/romance_2209.jpg
02-07-2021,Time Loop 47,A futuristic adventure exploring technology and unknown worlds.,115.91,9620,7.9,en,Sci-Fi,https://example.com/sci-fi_2210.jpg
18-05-2018,Underworld 49,"A gripping tale of crime, investigation, and justice.",59.89,7186,8.1,en,Crime,https://example.com/crime_2211.jpg
23-03-2025,Ishq Story 23,A heartfelt love story filled with emotions and connections.,182.38,18967,7.1,hi,Romance,https://example.com/romance_2212.jpg
26-11-2024,Night Terror 32,A terrifying experience where dark forces haunt the living.,171.49,13547,7.1,ko,Horror,https://example.com/horror_2213.jpg
04-11-2022,Night Terror 24,A terrifying experience where dark forces haunt the living.,141.52,13302,7,ko,Horror,https://example.com/horror_2214.jpg
23-01-2020,The Last Hope 48,"An emotional journey of relationships, struggles, and life lessons.",85.56,4876,7.8,en,Drama,https://example.com/drama_2215.jpg
02-08-2022,Heart Beats 29,A heartfelt love story filled with emotions and connections.,130.65,7839,7.4,hi,Romance,https://example.com/romance_2216.jpg
13-06-2023,Future Earth 43,A futuristic adventure exploring technology and unknown worlds.,151.58,13793,7.8,en,Sci-Fi,https://example.com/sci-fi_2217.jpg
26-07-2024,Night Terror 40,A terrifying experience where dark forces haunt the living.,168.74,17380,6.6,ko,Horror,https://example.com/horror_2218.jpg
19-07-2019,Future Earth 33,A futuristic adventure exploring technology and unknown worlds.,72.42,7748,7.2,en,Sci-Fi,https://example.com/sci-fi_2219.jpg
25-05-2020,The Chase 33,A suspenseful story packed with twists and intense moments.,93.67,4777,8.7,ko,Thriller,https://example.com/thriller_2220.jpg
17-12-2018,Deadly Secret 25,A suspenseful story packed with twists and intense moments.,68.2,7638,7.6,ko,Thriller,https://example.com/thriller_2221.jpg
09-02-2022,Final Assault 33,A fearless hero fights against powerful enemies to save lives.,122.13,8426,7.1,en,Action,https://example.com/action_2222.jpg
30-09-2018,Underworld 43,"A gripping tale of crime, investigation, and justice.",57.72,3290,7.2,en,Crime,https://example.com/crime_2223.jpg
12-02-2025,Shadow Strike 10,A fearless hero fights against powerful enemies to save lives.,176.82,18035,6.2,hi,Action,https://example.com/action_2224.jpg
24-10-2018,Rapid Fire 24,A fearless hero fights against powerful enemies to save lives.,65.4,4839,6.6,hi,Action,https://example.com/action_2225.jpg
25-08-2019,Haunted Souls 22,A terrifying experience where dark forces haunt the living.,74.97,4273,6,ko,Horror,https://example.com/horror_2226.jpg
26-11-2021,Hidden Truth 3,A suspenseful story packed with twists and intense moments.,123.35,9497,8,en,Thriller,https://example.com/thriller_2227.jpg
05-11-2018,Future Earth 8,A futuristic adventure exploring technology and unknown worlds.,67.53,6145,8.4,en,Sci-Fi,https://example.com/sci-fi_2228.jpg
18-10-2018,Future Earth 18,A futuristic adventure exploring technology and unknown worlds.,62.17,3232,6.5,en,Sci-Fi,https://example.com/sci-fi_2229.jpg
13-06-2016,Underworld 44,"A gripping tale of crime, investigation, and justice.",25.33,2735,8.5,es,Crime,https://example.com/crime_2230.jpg
26-01-2022,Haunted Souls 5,A terrifying experience where dark forces haunt the living.,119.22,10252,7.1,ko,Horror,https://example.com/horror_2231.jpg
02-01-2024,Dark Justice 15,"A gripping tale of crime, investigation, and justice.",154.9,10843,9,es,Crime,https://example.com/crime_2232.jpg
22-12-2017,Haunted Souls 34,A terrifying experience where dark forces haunt the living.,49.52,3317,7.6,ko,Horror,https://example.com/horror_2233.jpg
23-07-2019,Drama Queen 8,"A light-hearted story full of humor, chaos, and fun moments.",75.03,6977,6.8,hi,Comedy,https://example.com/comedy_2234.jpg
22-03-2025,Hidden Truth 16,A suspenseful story packed with twists and intense moments.,178.67,16973,7,en,Thriller,https://example.com/thriller_2235.jpg
13-03-2018,Love Forever 48,A heartfelt love story filled with emotions and connections.,48.03,5667,6.6,en,Romance,https://example.com/romance_2236.jpg
15-07-2025,Night Terror 34,A terrifying experience where dark forces haunt the living.,188.41,17333,5.8,ko,Horror,https://example.com/horror_2237.jpg
16-05-2022,Heart Beats 40,A heartfelt love story filled with emotions and connections.,126.95,10790,6.6,hi,Romance,https://example.com/romance_2238.jpg
05-02-2021,Galaxy War 15,A futuristic adventure exploring technology and unknown worlds.,102.7,11605,7.2,ja,Sci-Fi,https://example.com/sci-fi_2239.jpg
11-10-2024,Shadow Strike 33,A fearless hero fights against powerful enemies to save lives.,174.33,16910,6,hi,Action,https://example.com/action_2240.jpg
31-07-2024,Heart Beats 3,A heartfelt love story filled with emotions and connections.,169.74,10354,8.2,hi,Romance,https://example.com/romance_2241.jpg
31-08-2016,Dark Woods 21,A terrifying experience where dark forces haunt the living.,27.58,2096,7.1,ko,Horror,https://example.com/horror_2242.jpg
22-11-2023,Alien Code 20,A futuristic adventure exploring technology and unknown worlds.,151.77,7740,7.4,ja,Sci-Fi,https://example.com/sci-fi_2243.jpg
31-08-2022,The Chase 6,A suspenseful story packed with twists and intense moments.,129.42,7765,8.2,ko,Thriller,https://example.com/thriller_2244.jpg
23-01-2026,Hidden Truth 17,A suspenseful story packed with twists and intense moments.,195.44,14658,7.8,ko,Thriller,https://example.com/thriller_2245.jpg
17-10-2017,Haunted Souls 20,A terrifying experience where dark forces haunt the living.,44.37,3638,6.1,ko,Horror,https://example.com/horror_2246.jpg
30-01-2024,Eternal ??? 4,A heartfelt love story filled with emotions and connections.,156.55,9079,6.8,en,Romance,https://example.com/romance_2247.jpg
28-04-2017,City Crime 34,"A gripping tale of crime, investigation, and justice.",38,2774,8.8,es,Crime,https://example.com/crime_2248.jpg
13-02-2017,City Crime 10,"A gripping tale of crime, investigation, and justice.",29.65,2490,7.6,en,Crime,https://example.com/crime_2249.jpg
28-10-2019,War Zone 9,A fearless hero fights against powerful enemies to save lives.,77.4,5882,7.7,hi,Action,https://example.com/action_2250.jpg
20-02-2024,Heart Beats 47,A heartfelt love story filled with emotions and connections.,166.02,14443,7.7,hi,Romance,https://example.com/romance_2251.jpg
20-12-2020,Drama Queen 44,"A light-hearted story full of humor, chaos, and fun moments.",100.5,11859,6.6,en,Comedy,https://example.com/comedy_2252.jpg
07-03-2019,The Curse 11,A terrifying experience where dark forces haunt the living.,69.15,4425,6.3,en,Horror,https://example.com/horror_2253.jpg
27-06-2016,Eternal ??? 27,A heartfelt love story filled with emotions and connections.,23.38,1379,7.9,en,Romance,https://example.com/romance_2254.jpg
23-03-2026,War Zone 27,A fearless hero fights against powerful enemies to save lives.,196.5,9825,6.9,hi,Action,https://example.com/action_2255.jpg
25-10-2024,Night Terror 2,A terrifying experience where dark forces haunt the living.,169.12,17757,6.4,en,Horror,https://example.com/horror_2256.jpg
22-01-2023,Fading Memories 22,"An emotional journey of relationships, struggles, and life lessons.",142.78,11707,8.6,fr,Drama,https://example.com/drama_2257.jpg
15-08-2025,Deadly Secret 45,A suspenseful story packed with twists and intense moments.,189.03,12854,7.5,en,Thriller,https://example.com/thriller_2258.jpg
13-07-2018,Ishq Story 18,A heartfelt love story filled with emotions and connections.,63.08,4667,7.4,hi,Romance,https://example.com/romance_2259.jpg
21-10-2023,Silent Tears 30,"An emotional journey of relationships, struggles, and life lessons.",154.92,7745,8.7,hi,Drama,https://example.com/drama_2260.jpg
17-07-2022,Future Earth 31,A futuristic adventure exploring technology and unknown worlds.,136.74,7930,7.9,en,Sci-Fi,https://example.com/sci-fi_2261.jpg
29-01-2022,Deadly Secret 18,A suspenseful story packed with twists and intense moments.,118.84,7130,7.9,ko,Thriller,https://example.com/thriller_2262.jpg
25-11-2021,Shadow Strike 22,A fearless hero fights against powerful enemies to save lives.,124.41,14929,7.7,hi,Action,https://example.com/action_2263.jpg
01-10-2017,Love Forever 44,A heartfelt love story filled with emotions and connections.,43.36,4899,6.3,hi,Romance,https://example.com/romance_2264.jpg
11-01-2026,Haunted Souls 41,A terrifying experience where dark forces haunt the living.,194.42,19442,6.6,en,Horror,https://example.com/horror_2265.jpg
30-05-2021,Future Earth 40,A futuristic adventure exploring technology and unknown worlds.,109.03,9049,7.5,en,Sci-Fi,https://example.com/sci-fi_2266.jpg
07-09-2021,Haunted Souls 50,A terrifying experience where dark forces haunt the living.,113.44,10549,6.8,ko,Horror,https://example.com/horror_2267.jpg
19-02-2025,Galaxy War 20,A futuristic adventure exploring technology and unknown worlds.,179.07,18981,7.6,ja,Sci-Fi,https://example.com/sci-fi_2268.jpg
11-07-2025,Dark Woods 13,A terrifying experience where dark forces haunt the living.,184.42,10696,6.1,ko,Horror,https://example.com/horror_2269.jpg
15-05-2019,Eternal ??? 13,A heartfelt love story filled with emotions and connections.,69.13,7189,7.2,hi,Romance,https://example.com/romance_2270.jpg
30-10-2022,Underworld 37,"A gripping tale of crime, investigation, and justice.",140.45,11236,8,es,Crime,https://example.com/crime_2271.jpg
02-01-2017,Shadow Strike 42,A fearless hero fights against powerful enemies to save lives.,27.69,1772,6.7,hi,Action,https://example.com/action_2272.jpg
04-09-2019,Mind Trap 18,A suspenseful story packed with twists and intense moments.,76.39,6111,7.2,ko,Thriller,https://example.com/thriller_2273.jpg
08-02-2021,Mind Trap 30,A suspenseful story packed with twists and intense moments.,103.5,10246,8.2,en,Thriller,https://example.com/thriller_2274.jpg
31-08-2024,War Zone 44,A fearless hero fights against powerful enemies to save lives.,167.51,9045,7.9,hi,Action,https://example.com/action_2275.jpg
13-02-2018,Laugh Riot 6,"A light-hearted story full of humor, chaos, and fun moments.",52.01,3432,6.9,hi,Comedy,https://example.com/comedy_2276.jpg
06-09-2018,Drama Queen 32,"A light-hearted story full of humor, chaos, and fun moments.",61.2,5814,6.7,hi,Comedy,https://example.com/comedy_2277.jpg
26-05-2016,Future Earth 41,A futuristic adventure exploring technology and unknown worlds.,21.03,1093,6.7,ja,Sci-Fi,https://example.com/sci-fi_2278.jpg
05-10-2017,The Chase 4,A suspenseful story packed with twists and intense moments.,48.25,2653,7.8,ko,Thriller,https://example.com/thriller_2279.jpg
06-11-2023,Drama Queen 25,"A light-hearted story full of humor, chaos, and fun moments.",152.21,14916,6.3,hi,Comedy,https://example.com/comedy_2280.jpg
02-11-2021,Drama Queen 35,"A light-hearted story full of humor, chaos, and fun moments.",116.45,8850,6.3,en,Comedy,https://example.com/comedy_2281.jpg
23-07-2020,Rapid Fire 35,A fearless hero fights against powerful enemies to save lives.,100,9100,6.1,en,Action,https://example.com/action_2282.jpg
14-07-2024,Fun Unlimited 29,"A light-hearted story full of humor, chaos, and fun moments.",169.39,17447,7,en,Comedy,https://example.com/comedy_2283.jpg
27-06-2024,Alien Code 18,A futuristic adventure exploring technology and unknown worlds.,164.37,19231,7.1,ja,Sci-Fi,https://example.com/sci-fi_2284.jpg
15-08-2025,Dark Justice 48,"A gripping tale of crime, investigation, and justice.",190.3,13891,8.5,en,Crime,https://example.com/crime_2285.jpg
11-11-2017,Broken Lives 31,"An emotional journey of relationships, struggles, and life lessons.",47.85,5454,7.7,fr,Drama,https://example.com/drama_2286.jpg
08-02-2024,Laugh Riot 16,"A light-hearted story full of humor, chaos, and fun moments.",163.66,18657,6.8,hi,Comedy,https://example.com/comedy_2287.jpg
15-02-2026,The Curse 3,A terrifying experience where dark forces haunt the living.,200.57,21661,6.2,ko,Horror,https://example.com/horror_2288.jpg
09-06-2023,Time Loop 39,A futuristic adventure exploring technology and unknown worlds.,153,9180,7.3,en,Sci-Fi,https://example.com/sci-fi_2289.jpg
16-10-2017,The Heist 21,"A gripping tale of crime, investigation, and justice.",42.16,4890,7.8,en,Crime,https://example.com/crime_2290.jpg
30-07-2022,Fun Unlimited 49,"A light-hearted story full of humor, chaos, and fun moments.",131.91,13850,5.7,en,Comedy,https://example.com/comedy_2291.jpg
25-08-2024,Dark Woods 19,A terrifying experience where dark forces haunt the living.,168.18,8409,7.3,ko,Horror,https://example.com/horror_2292.jpg
28-03-2022,War Zone 5,A fearless hero fights against powerful enemies to save lives.,121.69,7666,7.8,en,Action,https://example.com/action_2293.jpg
25-10-2025,Time Loop 41,A futuristic adventure exploring technology and unknown worlds.,192.48,14436,6.6,ja,Sci-Fi,https://example.com/sci-fi_2294.jpg
25-11-2016,Shadow Strike 34,A fearless hero fights against powerful enemies to save lives.,31.29,2409,7.4,hi,Action,https://example.com/action_2295.jpg
25-07-2025,Fun Unlimited 15,"A light-hearted story full of humor, chaos, and fun moments.",183.37,9168,6.5,en,Comedy,https://example.com/comedy_2296.jpg
04-01-2026,Ishq Story 43,A heartfelt love story filled with emotions and connections.,192.93,13119,8,es,Romance,https://example.com/romance_2297.jpg
16-05-2019,The Chase 33,A suspenseful story packed with twists and intense moments.,75.52,4229,8.7,ko,Thriller,https://example.com/thriller_2298.jpg
05-03-2020,Drama Queen 30,"A light-hearted story full of humor, chaos, and fun moments.",88.6,6556,7.2,hi,Comedy,https://example.com/comedy_2299.jpg
19-10-2025,Broken Lives 36,"An emotional journey of relationships, struggles, and life lessons.",187.88,15594,7.6,en,Drama,https://example.com/drama_2300.jpg
19-12-2017,Deadly Secret 36,A suspenseful story packed with twists and intense moments.,48.79,4927,7.8,ko,Thriller,https://example.com/thriller_2301.jpg
25-10-2019,The Heist 28,"A gripping tale of crime, investigation, and justice.",85.76,7461,8.1,en,Crime,https://example.com/crime_2302.jpg
16-01-2017,Time Loop 28,A futuristic adventure exploring technology and unknown worlds.,30.02,1981,8.3,ja,Sci-Fi,https://example.com/sci-fi_2303.jpg
15-07-2023,Fun Unlimited 31,"A light-hearted story full of humor, chaos, and fun moments.",148.98,17281,6.8,en,Comedy,https://example.com/comedy_2304.jpg
